Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate,Future 3-5Y Total Revenue Growth Rate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
HWKN,65.18,45.02,0.3,14.8,7.3,22.8,29.1,,20.6,56.68,1.45,32.43,46.9,6.03,,0.07,0.04,2.45,39.89,26.02,49.83,0.98,0.33,,0.18,0.98,13.6,10.56,13.29,,10.08,1.47,1.53,7.35,0.61,11.49,8.04,1.02,17.21,23.01,,8.32,51.46,19.89,23.23,,,7.91,,11.08,3.33,18.12,18.12,0.38,1.44,,,,,12.47,2.45,1.38,,,8.79,10.6,0.72,1.63,7.47,1.58,12.21,30.9,20.33,19.89,,14.52,,5.2,36.67,,,9,1237989691.0,Chemicals: Specialty,Process Industries
HWM,32.78,68.77,1.6,,,3.7,10.1,,,68.2,0.06,7.87,70.35,3.7,,0.29,0.11,2.14,130.94,69.44,35.03,2.9,1.01,,0.1,0.31,25.93,20.71,40.5,20.63,17.14,3.94,4.34,3.86,0.38,10.73,2.86,0.31,26.81,3.19,,9.46,47.28,27.55,5.14,,,9.97,,17.86,6.32,38.55,37.54,,3.84,,,,,35.76,,,,,27.42,52.14,,7.89,,0.94,6.3,31.22,12.33,17.5,,10.02,,2.06,,,,6,19241869930.0,Aerospace & Defense,Electronic Technology
HXL,1.29,62.39,,4.2,43.3,19.4,93.5,,5.4,84.32,0.73,3.55,69.85,5.05,,0.72,0.33,2.74,92.61,35.1,49.65,2.61,0.41,,0.28,0.72,45.28,24.23,43.7,23.29,16.03,3.3,3.64,2.21,0.59,8.32,2.42,0.72,31.06,,28.3,10.79,74.97,24.22,6.33,,,5.91,,12.04,3.57,58.78,40.27,,3.46,,,,,41.9,2.74,1.27,,,24.27,71.14,,1.97,4.18,1.68,3.66,7.15,5.54,6.44,,7.52,,1.5,29.51,,,10,5769007968.999999,Aerospace & Defense,Electronic Technology
IAC,,58.66,,30.9,,,,,27.2,68.4,,,61.92,1.33,,1.39,0.7,2.16,,33.76,44.47,4.17,0.35,,,,82.36,10.53,605.8,36.15,11.67,1.17,1.12,1.21,0.57,0.19,0.19,,94.34,,,5.25,100.54,67.83,,,,,,,0.79,,,,0.96,,,,,505.4,,,,,26.81,158.62,,,2.64,2.16,,12.29,0.66,,,,,4.33,,,,5,4537791340.0,Internet Software/Services,Technology Services
IAG,,49.69,,,,,35.2,,,47.65,,,49.28,0.55,,0.94,0.57,1.6,116.51,133.33,,3.02,0.43,,,,12.12,4.96,,,,1.17,1.78,8.25,0.49,,,,25.77,12.38,,12.01,2.5,10.54,,,,14.1,,0.78,0.53,9.5,,,1.31,,,,,,,0.89,,,7.47,,,7.42,0.53,1.17,2.92,4.23,3.42,5.84,,0.14,,,,,,3,1231616032.6492753,Precious Metals,Non-Energy Minerals
IART,,55.12,0.9,9.3,,20.9,21.3,32.5,2.1,70.39,,,59.37,2.03,,0.77,0.16,2.89,196.53,56.28,60.61,5.84,1.07,,,,28,16.17,42.58,13.38,12.27,2.91,3.03,3.57,0.42,7.12,3.31,,12.38,17.81,12,1.75,64.24,58.89,2.84,,,6.54,,9.29,2.13,35.07,19.46,0.94,2.23,,0.67,1.02,,31.98,,0.73,,,20.93,46.35,1.46,1.19,,1.86,2.66,18.05,4.82,5.96,,3.84,,10.07,36.26,,,8,3226033929.0,Medical Specialties,Health Technology
IAS,38.68,64.5,,15.2,,19.1,,,17.7,72.82,,,67.71,5.85,,1.34,0.46,3.47,,40.08,55.58,3.32,0.23,,,,338.02,43.67,39.39,,,4.89,5.83,0.3,0.75,14.8,2.65,,95.24,,,15.54,0.0,79.67,0.78,,,1.87,,2.2,2.89,322.6,268.83,,5.62,,,,,37.98,,,,,26.03,,,,,3.47,0.74,12.88,0.72,1.03,,,,1.12,,,,1,1956560484.0,Packaged Software,Technology Services
IBKR,1.59,69.96,,13.5,,8.1,21.3,4.4,7.2,76.56,0.42,,72.13,0.41,,0.04,0.33,1.11,,38575.26,1952.64,1.72,3.17,,0.07,0.41,2.74,2.7,8.54,5.04,4.9,3.74,2.29,36.5,0.03,26.79,19.88,0.41,15.97,57.09,7.44,4.55,123.22,88.28,1.9,,,7.71,,83.92,2.93,17.33,17.08,2.71,1.46,,,,,3.99,1.49,0.9,,,3.92,,2.53,0.2,2.93,1.11,0.5,155.85,27.93,18.77,,30.35,,8.42,39.22,,,10,38859295883.0,Investment Banks/Brokers,Finance
IBM,19.69,68.79,,2.3,0.6,10.6,3.5,,2.9,67.62,3.77,12.34,67.87,3.16,,0.39,0.22,0.96,19.11,50.29,36.01,4.08,2.66,,0.69,3.56,20.86,14.62,17.46,19.77,13.94,3.41,3.47,4.79,0.17,19.89,7.23,3.56,18.55,,4.31,2.86,146.06,55.45,5.83,,,12.13,,15.16,7.55,22.95,19.39,,2.8,,,,,13.98,,1.52,,,12.38,16.07,,1.33,,0.93,5.7,123.63,10.34,33.68,,6.6,,0.62,17.75,,,10,132997803878.00002,Information Technology Services,Technology Services
IBP,67.18,66.63,1.9,27.9,,33.8,47.6,48.8,22.3,74.32,0.64,18.26,68.59,5.67,,1.05,0.36,3.08,33.76,28.6,54.64,1.91,1.52,,0.15,0.64,17.21,12.96,23.67,21.71,14.65,2.27,2.35,5.81,0.33,9.93,4.64,0.64,19.84,22.56,,2.79,139.88,32.88,9.15,,,9.02,,13.04,9.35,23.66,23.63,0.78,2.1,,0.76,0.69,,21.3,,1.56,,,17.58,19.89,0.95,2.34,,2.59,13.63,63.45,25.19,46.8,,18.63,,0.89,65.22,,,10,3623768065.0,Engineering & Construction,Industrial Services
ICE,18.13,72.27,,9.3,11.4,0.5,11.8,9.5,14,82.37,2.27,11.24,75.87,0.74,,0.01,0.04,1,,77.79,51.65,4.94,0.93,,0.3,1.24,26.63,20.05,30.98,23.53,17.55,10.9,9.95,3.76,0.19,30.83,3.94,1.33,23.75,12.55,19.25,,116.86,56.21,5.25,,,25.17,,40,3.04,32.34,24.11,2.62,7.93,,1.2,1.15,,23.92,,1.12,,,20.78,28.6,2.7,1.43,,1,1.46,76.81,7.87,10.3,,2.04,,,33.87,,,10,66099421495.99998,Investment Banks/Brokers,Finance
ICFI,25,69.11,,6.1,,7.1,11.6,29.2,6.7,80.02,0.4,,73.78,3.1,,0.01,0.01,1.29,,35.35,43.82,4.14,0.83,,0.09,0.38,28.87,18.93,19.34,,15.76,1.66,1.74,3.46,0.44,8.98,6.41,0.38,21.55,12.37,,8.01,122.81,35.65,3.01,,,3.54,,6.04,3.08,39.9,22.96,3.38,1.4,,1.37,1.24,,15.83,,1.5,,,13.86,17.23,2.72,1.43,,1.29,3.3,50.75,6.85,8.05,,5.8,,,41.14,,,10,2347695284.0,Miscellaneous Commercial Services,Commercial Services
ICL,,41.35,,11.4,61.7,50.5,68.4,45.1,23.6,37.55,29.3,,40.81,2.65,,0.21,0.18,1.72,148.6,70.81,70.85,1.28,0.46,,0.75,8.16,5.33,3.94,8.66,,,,1.01,18.76,0.5,11.54,15.75,8.16,,30.14,,,8.39,37.95,11.46,,,11.55,,19.04,1.01,6.35,6.01,0.33,0.73,,,,,6.41,0.56,0.65,,,3.51,3.84,0.26,0.55,1.19,0.97,7.82,19.59,16.33,16.42,,11.2,,9.32,7.52,,,9,7285168352.073617,Chemicals: Agricultural,Process Industries
ICLR,15.77,65.46,,51,,20.9,0.2,,22,87.87,,6.93,74.34,2.54,,0.11,0.08,1.19,,4.67,78.12,2.86,0.47,,,,30.08,18.13,51.1,19.99,15.64,3.09,3.29,3.32,0.53,6.44,2.25,,19.88,19.95,7.47,7.14,279.94,29.45,3.17,,,6.4,,12.26,2.56,44.92,27.83,2.17,2.84,,0.93,1.57,,44.65,,0.99,,,34.88,56.85,1.64,1.59,,1.19,2.99,181.2,6.11,5.95,,5.34,,3.39,48.26,,,10,21441486365.0,Miscellaneous Commercial Services,Commercial Services
ICUI,,60,,9.5,,,,,17.6,73.79,,,64.79,1.64,,0.43,0.12,2.63,174.7,44.77,29.15,6.56,0.82,,,,119.8,15,,37.34,11.99,1.69,1.74,0.83,0.48,,,,13.95,12.03,15.16,3.48,258.57,33.04,0.65,,,,,2.75,1.16,,28.68,2.41,1.07,,2.49,,,,,0.3,,,33.43,,2.85,1.03,,0.99,,2.56,0.82,,,0.71,,,34.41,,,9,3089391357.0,Medical Specialties,Health Technology
IDA,,37.15,,4.3,5.9,2.5,2.8,,6.8,37.92,4.97,0.41,36.52,1.31,,0.91,0.16,2.12,30.93,57.29,24.63,4.64,0.97,,0.71,3.62,16.45,11.25,,16.82,11.03,3.9,3.86,6.08,0.35,,,3.71,16.34,3.39,7,4.38,120.15,18.96,3.03,,,15.3,,18.24,1.55,16.71,20.23,9.63,2.55,,1.75,,,,1.18,0.76,,,18.61,115.88,,1.71,1.55,1.81,3.48,7.82,5.7,9.59,,3.92,,,16.9,,,10,4988593387.0,Electric Utilities,Utilities
IDCC,44.13,47.47,1.1,,,17.8,135.1,70.2,14.4,49.56,1.46,23.68,46.15,3.76,,2.43,1.72,2.82,,40.97,117.95,1.72,1.08,,0.2,1.44,7.67,6.04,4.02,,11.09,5.15,3.95,13.04,0.32,98.21,20.62,1.54,18.87,25.05,15,0.22,94.12,85.8,5,,,36.96,,41.86,4.63,14.5,14.5,,5.32,,,,,5.46,2.74,1.08,,185.8,5.1,4.79,0.71,0.93,11.6,2.82,11.32,516.94,19.37,32.21,,22.86,,9.09,25.05,,,10,2170663125.0,Telecommunications Equipment,Electronic Technology
IDXX,13.62,65.24,0.9,34.2,,12.7,14.8,13.9,11.8,75.48,,6.61,69.4,18.55,,0.48,0.48,1.57,95.69,27.73,44.24,0.8,0.64,,,,43.83,40.68,62.34,43.67,38.65,12.18,13.16,2.28,0.46,21.11,1.63,,56.82,19.1,10.08,7.79,547.56,59.82,28.91,,,23.08,,29.97,32,56.82,56.54,3.51,13.11,,1.81,2.14,,62.13,8.97,1.43,,,53,66.18,3.13,5.75,32,1.17,28.6,92.94,56.86,79.34,,36.94,,0.78,96.98,,,10,37412861190.00001,Medical Specialties,Health Technology
IDYA,106.15,72.52,,13.7,,24.9,25,12.4,,78.4,,44.66,73.92,77.5,,18.83,223.53,19.37,,,34.17,,,,,,,,,,,236.96,117.74,,0.95,,,,,,,,8.53,,,,,,,,5.29,,,,100.11,,,,,,,,6.06,5.88,,,,,5.29,19.37,,,,,,,,,,,,,1679002878.0,Pharmaceuticals: Major,Health Technology
IE,,44.05,,,,,,,38.8,54.88,,,47.24,2.26,,3.77,2.07,4.17,518.44,438.81,284.47,,0.29,,,,,,,,,195.19,338.93,,0.73,,,,,,,,0.0,,,,,,,,2.59,,,,330.83,,,,,,,,11.12,8.65,,,,,2.59,4.1,,,,,,,,,,,,,1390862687.0,Other Metals/Minerals,Non-Energy Minerals
IEP,,65.63,,,,,,,,70.5,40.84,,68.91,1.49,,2.01,0.88,5.11,47.22,30.92,16.11,,2.05,,2.5,31.4,,,8.38,,,,0.71,,0.16,8.42,13.39,20.93,,,,,42.04,20.73,1.72,,,,,7.86,2.27,,6.83,,0.56,,,,,9.24,0.94,0.53,,,6.66,7.88,,1.3,2.93,4.76,,,,,,7.35,,33.43,,,,3,8582602859.0,Oil Refining/Marketing,Energy Minerals
IESC,86.31,72.24,0.9,17.8,,46.7,22.1,25,27.3,85.27,,11.38,77,5.91,,0.21,2.07,1.72,19.45,30.38,64.39,0.2,0.09,,,,9.85,8.42,12.44,,,,0.73,10.15,0.47,5.87,7.72,,,22.83,,,66.36,20.23,89.81,,,5.04,,7.23,3.79,17.41,17.53,0.49,0.75,,0.56,0.42,,13.08,2.05,1.74,,10.65,11.35,13.65,0.7,1.76,5.41,1.45,13.04,63.68,32.66,28.84,,20.77,,3.5,37.85,,,9,1369392807.9999998,Engineering & Construction,Industrial Services
IEX,,74.36,0.1,11.9,8,17.5,16.6,6.8,11.9,86.12,1.67,,79.5,5.62,,1.07,0.4,2.89,92.63,38.78,48.86,1.38,0.37,,0.31,1.12,22.01,18.54,28.51,23.6,19.32,5.39,5.46,4.54,0.6,19.15,3.63,1.12,27.4,13.64,10.96,6.36,233.55,44.2,14.38,,,18.21,,22.71,4.87,29.11,27.76,2.83,5.29,,1.67,2.12,,27.6,,1.13,,,24.15,24.45,2.62,1.98,,2.05,10.49,83.83,15.67,18.09,,12.25,,0.62,37.66,,,10,16196900413.999998,Industrial Machinery,Producer Manufacturing
IFF,,48.35,,6,2.6,,,,2.4,39.38,4.82,25.51,44.97,1.27,,0.17,0.06,1.74,138.33,59.66,59.47,6.51,0.65,,1.41,4.05,55.39,18.26,68.35,25.96,14.21,2.67,2.66,1.81,0.51,3.9,2.22,4.05,19.27,0.44,1.19,1.04,113.24,31.76,1.35,,,0.16,,5.14,1.2,444.11,34.67,,1.77,,,,,45.11,,0.6,,,20.38,35.69,,1.14,,1,0.05,6.96,1.82,0.1,,0.35,,7.57,24.37,,,9,17625193448.0,Food: Specialty/Candy,Consumer Non-Durables
IGT,,54.36,0.9,,,4.9,,,1.7,68.28,1.35,,58.92,0.95,,0.3,0.09,1.13,48.02,121.82,57.27,3.77,4.07,,5.26,2.99,12.05,6.66,20.26,9.78,6.12,2.52,2.5,8.3,0.14,12.33,9.84,2.99,17.09,17.24,,2.05,25.91,48.85,2.41,,,2.32,,16.66,3.6,54.53,175.79,7.06,1.23,,,,,10.17,,1.47,,,5.84,16.6,23.23,1.07,,0.96,0.95,68.43,10.39,6.74,,3.26,,12.62,,,,5,6588585020.0,Casinos/Gaming,Consumer Services
IHG,30.38,68.41,1.2,,6.6,2.3,,7.9,,73.13,1.46,18.29,69.09,3.26,,0.48,0.24,1.04,0.48,51.03,55.17,2.79,,,0.4,1.46,20.42,17.42,25.94,16.94,15.12,7.83,4.2,4.9,,15.84,4.28,1.46,22.47,,24.1,,71.3,29.92,10.77,,,14.18,,20.24,,27.76,27.97,,3.89,,,,,24.43,,0.95,,,21.33,23.95,,8.23,,1.04,14.07,208.2,31.32,,,18.66,,4.98,43.55,,,9,12959089667.5198,Hotels/Resorts/Cruise lines,Consumer Services
IHS,,40.03,,,,9.9,,,15.9,52.82,,,43.25,,,0.35,0.1,0.92,17.2,112.09,36.49,,16.18,,,,,,13.13,9.66,3.91,2.29,2.22,,0.05,16.91,32.44,,,,,,0.0,39.86,1.17,,,,,23.57,4.35,,,,0.49,,,,,3.09,,,,,1.14,,,,,0.88,,,,,,9.4,,,,,,,1626408097.0,Engineering & Construction,Industrial Services
IIPR,6.75,44.91,,18.1,35.9,33.7,38.7,26.3,33.7,43.63,102.18,14.7,42.83,3.78,,0.86,0.39,1.03,,650.69,,1.21,0.15,,1.27,7.88,15.16,11.1,11.26,,11.16,8.88,9.17,6.6,0.82,81.39,9.53,7.88,15.95,27,,15.04,177.97,93.02,10.39,,,55.01,,56.94,1.33,15.85,16.13,0.18,8.52,,,,11.58,10.49,0.98,,,,10.49,,0.65,0.75,1.33,1.03,6.87,11070.33,8.05,8.45,,7.24,,8.19,,,,5,2442562835.0,Real Estate Investment Trusts,Finance
ILMN,,47.79,,10,,,,,7.1,29.1,,,41.04,3.47,,0.63,0.41,1.69,124.85,55.11,55.51,,0.39,,,,,,143.37,126.57,44.17,5.08,5.35,,0.58,7.39,1.52,,140.85,,37.34,4,213.24,61.43,,,,,,,3.71,,,,4.88,,,,,129.3,21.98,0.37,,,54.16,,,2.15,64.11,1.28,,,,,,,,,158.44,,,9,23135544480.0,Biotechnology,Health Technology
IMAX,,44.74,4,,,,,,,65.86,,,52.08,1.49,,0.44,0.43,1.94,82.03,59.06,241.7,2.14,0.88,,,,15.84,7.71,21.01,11.31,6.86,2.41,2.35,6.31,0.34,11.17,5.63,,17.04,,20,10.5,25.5,56.74,8.83,,,6.57,,15,2.67,30.57,14.65,,2.02,,,,,17.98,1.6,0.45,,,10.85,152.8,,2.27,3.94,1.76,3.09,17.03,9.86,9.35,,6.68,,,156.22,,,7,1023580340.0,Electronics/Appliances,Consumer Durables
IMCR,19.59,58.65,87.9,1781.9,,,,,1434.7,56.37,,15.12,57.68,10.27,,3.73,5.17,4.26,335.3,2930.13,56.78,,0.24,,,,,,239.19,,,11.9,13.97,,0.63,5.76,0.37,,,,,13.8,121.96,99.27,,,,,,,10.04,,,,15.52,,,,,265.96,,,15.27,12.02,170.45,,,,10.08,4.24,,,,,,,,,,,,,2583613859.0,Biotechnology,Health Technology
IMGN,609.98,82.52,,,,,,,,94.62,,107.86,88.02,18.2,,4.5,7.18,5.7,294,2664.05,62.45,,0.15,,,,,,,,,16.3,28.52,,0.68,,,,156.25,,,,16.04,98.66,,,,,,,14.8,,,,29.33,,,,,,,2.95,24.02,16.44,,,,,14.8,5.65,,,,,,,,,,,,,3913390635.0,Biotechnology,Health Technology
IMKTA,,25.55,2.1,23.8,,4.3,7.2,,10.9,7.48,0.64,5.27,17.11,4.82,,0.99,0.55,2.88,38.6,16.63,6.48,1.43,0.41,,0.05,0.84,6.82,4.76,19.58,,,,0.31,14.66,0.59,0.8,3.17,0.84,,29.28,,,88.36,23.84,13.12,,,3.58,,4.91,1.02,8.06,8.15,0.49,0.26,,0.23,0.51,,16.07,0.57,1.23,,,5.56,9.91,0.36,0.5,1.02,1.39,8.89,17.11,14.63,15.48,,12.05,,2.06,10.31,,,10,1416127943.0,Food Retail,Retail Trade
IMO,12.47,55.47,7.7,5.5,19.8,54,58.7,56.4,28.5,60.87,5.23,7.3,57.77,3.79,,0.35,0.64,1.38,29.11,75.55,35.97,0.22,0.18,,0.23,2.48,2.47,2.23,22.59,,,0.61,0.9,40.49,0.55,4.02,4.68,3.06,9.36,26.57,,25.68,68.4,37.36,345.55,,,9.97,,35.95,1.87,9.25,9.49,0.38,0.93,,,,,22.77,0.87,0.78,,,11.99,11.37,0.36,0.66,1.88,1.04,11.4,57.9,50.55,21.11,,40.92,,4.33,20.38,,,9,34511741578.01074,Integrated Oil,Energy Minerals
IMVT,135.81,36.82,,17.3,,,,,,34.72,,109.32,33.53,,,6.7,,7.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49,,,,,,,,,,,,20.27,18.58,,,,,18.48,7.23,,,,,,,,0.02,,,,,2849948864.9999995,Biotechnology,Health Technology
INCY,,37.71,,17.7,,2.4,,11.1,15.2,35.23,,,34.25,6.8,,3.13,92.29,3.91,66.27,236.35,64.37,0.05,0.01,,,,14.51,12.93,16.57,8.17,7.66,2.29,2.6,6.89,0.77,15.68,4.38,,12.35,,37.2,10.96,90.71,93.23,224.48,,,11.78,,15.02,2.62,30.51,24.07,,3.61,,,,,23,1.72,0.38,6.27,4.38,20.55,45.12,,1.5,2.78,3.86,7.14,84.85,13.28,9.35,,15.56,,0.03,76.88,,,6,14016684980.0,Pharmaceuticals: Major,Health Technology
INDV,,57.89,2.3,,,,2.8,,8.6,56.77,,,58.57,1.72,,0.58,2.61,0.98,255.22,113.59,78.44,,,,,,,,,,,,1.83,,,,,,,,,,24.87,82.83,,,,,,,,,12.66,,2.31,,,,,,,,,,,33.94,,3.13,,0.87,,,,,,,,1.32,19.48,,,8,3048455870.425649,Pharmaceuticals: Major,Health Technology
INFA,50,63.17,,15.2,,,34.1,,3.9,67.4,,38.31,63.96,2.07,,1.06,0.46,1.66,,22.57,72.77,7.88,0.93,,,,157.16,41.98,46.42,18.71,17.96,5.94,6.51,0.64,0.43,14.02,2.4,,27.7,,,6.42,0.0,78.21,0.39,,,,,3.47,4.44,,89.94,,5.82,,,,,41.23,,,,,39.62,,,,,1.66,,29.23,1.62,,,3.29,,0.21,,,,,7042756013.000001,Packaged Software,Technology Services
INFY,,58.86,0.8,6.3,19.4,14.3,13.5,9.9,17,42.81,5.21,9.22,54.09,10.91,,0.56,3.24,1.99,,13.33,65.73,0.18,0.08,,0.6,2.13,19.22,18.63,64.57,18.24,16.49,4.03,4.45,5.2,0.62,6.95,1.53,2.13,24.21,14.58,9.9,8.98,22.62,30.36,145.62,,,15.91,,21.21,8.7,28.31,28.23,2.03,4.54,,2.17,4.1,,65.74,3.53,1.08,,25.44,58.35,26.99,2.33,2.26,9.8,1.99,18.97,169.94,40.49,31.72,,25.69,,1.84,33.5,,,10,75486007221.84811,Information Technology Services,Technology Services
INGR,9.53,47.27,0.9,7.4,5.5,13.9,15.5,15.2,11.2,35.36,3.29,6.04,43.2,3.66,,0.23,0.19,1.92,89.16,47,61.65,1.87,0.61,,0.31,2.76,9.35,7.61,12.03,8.8,6.99,1.08,1.09,10.7,0.47,9.08,10.51,2.88,11.26,9.29,8.31,2.15,107.71,21.43,8.49,,,7.88,,11.86,1.96,11.27,11.23,2.88,0.9,,,,,9.76,1.24,0.89,,,6.85,10.64,2.11,1.16,3.08,1.1,8.46,22.67,16.4,19,,12.12,,2.77,15.36,,,10,6538643372.000001,Food: Specialty/Candy,Consumer Non-Durables
INMD,,70.43,,35.8,,43.5,33.2,37.7,37.3,83.85,,,76.58,20.72,,10.87,188.73,12.51,174.85,60.19,22.71,0.02,0.01,,,,7.04,7.02,8.38,6.82,6.8,2.98,2.88,14.2,0.91,34.42,7.95,,11.48,25.61,,7.07,44.87,83.67,,,,36.18,,40.96,3.08,12.36,9.87,0.15,4.43,,,,,12.81,1.16,,3.69,3.16,12.74,14.47,0.4,,3.09,11.87,26.38,1240,32.97,29.53,,198.28,,,,,,6,2829043449.0,Medical Specialties,Health Technology
INNV,,53.09,,43.1,,,,,6.6,63.01,,,55.93,2.83,,0.97,1.27,1.41,,30.83,18.67,,0.37,,,,,,,,,,0.99,,0.53,,,,,,,,7.03,15.41,,,,,,,2.69,,,,1.09,,,,,,,,,,,,,,4.99,1.41,,,,,,,,,,,,2,1031314318.0,Packaged Software,Technology Services
INSM,46.72,48.66,,,,,,1.3,7.3,43.39,,35.27,47.12,,,4,0.66,4.71,439.93,290.77,40.08,,,,,,,,,,,10.95,16.02,,,,,,,,,24.07,29.24,78.56,,,,,,,,,,,13.87,,,,,,,,,,,,,,,4.31,,,,,,,,,,,,,3826518169.0,Pharmaceuticals: Major,Health Technology
INSP,,45.03,,43.4,,,,,61.5,26.99,,,38.12,38.47,,5.89,18.53,7.6,81.93,137.69,40.41,,0.04,,,,,,682.7,,,6.81,8.86,,0.85,1.3,0.14,,,,,,480.9,84.54,,,,,,,10.06,,,,9.27,,,,,691.88,,,16.17,11.77,213.3,,,66.97,10.06,7.17,,,,,,,,0.18,,,,,6187198837.0,Medical Specialties,Health Technology
INST,,43.69,,104,,,25.7,147.9,21.5,50.41,,,44.74,2.37,,0.79,0.6,1.13,,33.54,71.42,3.47,0.39,,,,,25.6,26.68,,,,7.18,,0.58,26.91,3.91,,,,,,0.0,64.71,,,,,,,2.79,,44.16,,6.79,,,,,25.45,,,,,24.39,,,,,1.13,,,,,,,,0.5,,,,,3520573652.0,Packaged Software,Technology Services
INSW,12.31,52.23,,,,32.2,327.6,25.9,11.5,43.92,4.41,6.06,48.63,3.25,,1.14,0.25,2.53,0.66,25.93,2.44,1.03,0.53,,0.18,4.36,4.39,3.75,6.04,5.74,4.62,3.08,2.73,22.78,0.64,45.11,20.79,0.93,5.09,,,,44.55,62.87,8.86,,,55.45,,58.68,1.52,3.97,4.05,,2.2,,,,,4.91,0.52,,,,3.43,3.71,,1.34,1.52,2.52,24.98,37.66,30.71,42.04,,29.98,,10,,,,2,2003007393.0,Marine Shipping,Transportation
INTA,3.85,47.97,,,,,,,,40.49,,10.33,43.99,5.36,,0.64,11.35,1.1,,20.13,70.24,,0.04,,,,,,90.2,,,6.54,6.82,,0.57,7.56,1.03,,125,,35,17.27,33.49,68.97,,,,,,,7.77,,,,7.03,,,,,94.18,,,,1383.33,73.76,,,,52.53,1.1,,,,,,,,0.03,,,,,2449734412.0,Packaged Software,Technology Services
INTC,73.28,41.16,,7.8,,,,,,47.73,0.86,40.17,39.73,2.23,,0.89,0.51,1.54,136.48,98.07,23.18,4.38,0.47,,0.71,1.15,124.4,18.15,,29,12.03,3.54,3.76,0.8,0.55,,,1.15,31.25,,61.5,,32.92,40.04,0.04,,,3.12,,0.06,1.73,111.05,41.64,,3.35,,,,,,2.15,1.13,,,16.1,,,1.28,2.49,1.15,0.9,1.83,1.04,1.66,,0.05,,,12,,,10,158641444473.00003,Semiconductors,Electronic Technology
INTU,44.18,67.77,,46.7,13.7,15.9,27.7,25.2,20.4,76.75,0.99,21.84,70.57,11.26,,0.45,0.35,1.25,,83.02,13.76,1.5,0.38,,0.31,0.51,53.38,43.58,42.95,30.2,29.33,11.75,12.68,1.87,0.6,29.52,2.36,0.55,40.32,17.98,17.6,11.14,576.68,78.12,11.96,,,17.53,,22.86,10.85,71.93,62.8,4.19,12.63,,2.24,1.74,,42.79,,1.43,,,40.3,74.8,3.85,3.33,,1.25,9.27,242.22,14.71,15.43,,10.73,,1.88,104.3,,,10,150802031689.0,Packaged Software,Technology Services
INVH,3.89,47.85,,3.5,19.2,3.3,53,12.6,3.4,56.31,10.65,,49.56,1.54,,2.07,0.09,3.3,,,8.35,5.78,0.84,,1.66,3.21,34.15,18.8,30.18,35.89,19,10.9,11.64,2.93,0.53,38.56,4.55,3.39,42.92,8.61,7.53,4.81,35.06,60.02,2.15,,,20.54,,28.97,1.98,41.86,54.84,6.77,8.42,,,,19.98,21.88,2.22,,,,17.71,19.96,,1.39,2.03,3.3,2.62,391.44,4.41,4.78,,3.83,,2.63,,,,4,21595936192.0,Real Estate Investment Trusts,Finance
IONS,34.35,53.61,,,,,,,,67.48,,32.23,56.63,1.53,,5.53,1.54,6.39,868.26,588.08,,,4.6,,,,,,,,,9.98,10.39,,0.11,,,,,,,2.11,34.03,98.41,,,,,,,23.36,,,,11.93,,,,,,,1.03,,,,,,11.32,23.36,6.33,,,,,,,,,,,,3,6150127323.0,Pharmaceuticals: Major,Health Technology
